stk_flow,waste,unit,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
IMP,MT_FER,THS_EUR,BG	43954 	64734 	48748 	25602 	20006 	24807 	24134 	19884 	28687 	71584 	69996 	37338 	73476 	64234 	36138 	17347 	13099 
IMP,MT_FER,THS_EUR,CY	81 	76 	169 	102 	102 	0 	0 	51 	20 	0 	8 	5 	28 	67 	2 	15 	0 
IMP,MT_FER,THS_EUR,CZ	104793 	111125 	136505 	126939 	99211 	118675 	159724 	161346 	157024 	152862 	102113 	65368 	157411 	116739 	112653 	71454 	102625 
IMP,MT_FER,THS_EUR,DE	1055935 	1231442 	1436883 	1394571 	1011113 	1250805 	1632036 	1772181 	2150595 	2549672 	1992064 	926015 	2216249 	2116690 	1695321 	1307441 	1381296 
IMP,MT_FER,THS_EUR,DK	88132 	66424 	59497 	41272 	23833 	26075 	59070 	55367 	55952 	62815 	45494 	44441 	122372 	46497 	41393 	43968 	36469 
IMP,MT_FER,THS_EUR,EE	51100 	61919 	63636 	44206 	22948 	15780 	28152 	45967 	73189 	7699 	6515 	4012 	11046 	9679 	12376 	18634 	19370 
IMP,MT_FER,THS_EUR,EL	184520 	224995 	266422 	224277 	158321 	95685 	120424 	80482 	126119 	291450 	268546 	219066 	478527 	402958 	305023 	286121 	222204 
IMP,MT_FER,THS_EUR,ES	1005742 	1246284 	1394725 	1361736 	1054903 	1503458 	1646158 	1566665 	1625810 	1900865 	1808852 	1086392 	2516289 	2258878 	1993500 	1581344 	1685850 
IMP,MT_FER,THS_EUR,EU27_2020	1280882 d	1418823 d	1682594 d	1605710 d	1227420 d	1681382 d	1912274 d	1977123 d	2373925 d	2906961 d	2641892 d	1395108 d	3524479 d	3781524 d	3530290 d	2680542 d	2803541 d
IMP,MT_FER,THS_EUR,EU28	: 	1075740 d	1226493 d	1159179 d	879847 d	1141429 d	1390097 d	1342373 d	1739486 d	2130417 d	2030931 d	1036871 d	2610994 d	3061790 d	2797306 d	2087929 d	2214105 d
IMP,MT_FER,THS_EUR,FI	7022 	10654 	14158 	13044 	10987 	14507 	43995 	23686 	16891 	1098153 	1104078 	498540 	904838 	1519588 	1276655 	693620 	734784 
IMP,MT_FER,THS_EUR,FR	369267 	395022 	531042 	503951 	391330 	582097 	736679 	693008 	865112 	921118 	704559 	447848 	1092142 	855995 	734569 	586397 	742941 
IMP,MT_FER,THS_EUR,HR	48169 	21670 	35448 	10445 	6209 	20624 	22856 	12080 	840 	12894 	7567 	1409 	5038 	6536 	3235 	3058 	1176 
IMP,MT_FER,THS_EUR,HU	21017 	20386 	21577 	21775 	15972 	19403 	22417 	14780 	17386 	20801 	14448 	7229 	38907 	18733 	11782 	7591 	11081 
IMP,MT_FER,THS_EUR,IE	1511 	5734 	4420 	2463 	1344 	2565 	2482 	3044 	4160 	2433 	2259 	2937 	3366 	2732 	2345 	1825 	898 
IMP,MT_FER,THS_EUR,IT	1348827 	1594823 	1776653 	1430660 	936654 	1169368 	1458695 	1482724 	1790304 	2042264 	1401392 	632917 	2024780 	1525168 	1332093 	1178087 	1245736 
IMP,MT_FER,THS_EUR,LT	97644 	68446 	64892 	24358 	6450 	5683 	7081 	7877 	15602 	19480 	10554 	4992 	16626 	18288 	16436 	9618 	12152 
IMP,MT_FER,THS_EUR,LU	427946 	539212 	626933 	532782 	407799 	446156 	577013 	611672 	662587 	808186 	693694 	368036 	877213 	676069 	633084 	419509 	566022 
IMP,MT_FER,THS_EUR,LV	45660 	32351 	44764 	41513 	21565 	28504 	54501 	84233 	282745 	103911 	106369 	34769 	109946 	59674 	44842 	21729 	15574 
IMP,MT_FER,THS_EUR,MT	162 	116 	248 	12 	0 	1 	0 	0 	22 	11 	17 	80 	97 	72 	29 	3 	33 
IMP,MT_FER,THS_EUR,NL	1108148 	1240418 	1298561 	1231791 	939103 	974184 	1188274 	1102874 	1501412 	1668091 	1642070 	858014 	1333102 	1722430 	1456762 	849231 	936594 
IMP,MT_FER,THS_EUR,PL	172742 	213186 	252143 	222648 	159462 	191446 	157267 	146292 	123439 	133149 	106239 	103345 	138928 	87055 	64233 	39596 	51811 
IMP,MT_FER,THS_EUR,PT	354350 	341618 	452135 	382216 	276635 	324525 	400421 	388178 	364850 	383879 	233235 	184099 	343335 	251307 	222217 	185208 	51361 
IMP,MT_FER,THS_EUR,RO	14534 	26500 	40359 	34627 	20155 	3468 	2425 	5522 	14082 	3106 	13426 	1213 	2180 	3576 	1561 	332 	314 
IMP,MT_FER,THS_EUR,SE	162351 	149081 	277556 	276385 	213775 	242259 	203799 	182200 	187611 	185062 	195954 	101069 	180978 	332619 	276417 	194887 	205462 
IMP,MT_FER,THS_EUR,SI	183072 	217053 	235045 	220554 	173641 	211716 	244772 	223400 	266549 	277444 	235394 	100106 	202016 	210923 	197660 	135892 	133291 
IMP,MT_FER,THS_EUR,SK	79269 	27078 	111482 	70891 	36284 	44820 	77827 	120832 	133119 	52636 	64753 	34826 	76799 	73266 	54430 	37153 	49501 
IMP,MT_FER,THS_EUR,UK	: 	95349 	171289 	128743 	82441 	92274 	127506 	123655 	162948 	221637 	188036 	89568 	176116 	234271 	123405 	121335 	104317 
IMP,MT_PRE,T,AT	71 	276 	501 	216 	210 	302 	201 	140 	103 	77 	53 	303 	216 	296 	68 	9 	29 
IMP,MT_PRE,T,BE	104412 	95552 	191867 	108 	72771 	93 	1642 	609 	56 	1817 	0 	0 	0 	359 	516 	262 	252 
IMP,MT_PRE,T,BG	499 	236 	190 	58 	30 	136 	79 	91 	357 	122 	0 	44 	501 	766 	0 	1229 	0 
IMP,MT_PRE,T,CY	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
IMP,MT_PRE,T,CZ	15945 	19656 	14412 	16288 	9895 	8791 	6545 	2956 	1579 	979 	164 	352 	335 	65 	79 	78 	814 
IMP,MT_PRE,T,DE	101693 	104251 	102990 	102074 	82249 	72125 	72153 	71018 	60749 	48375 	43819 	35696 	42847 	42752 	41075 	24136 	19566 
IMP,MT_PRE,T,DK	67 	14 	67 	5 	144 	26 	1 	0 	1 	6 	16 	1 	0 	4 	563 	54 	28 
IMP,MT_PRE,T,EE	1341 	387 	420 	153 	488 	228 	116 	65 	1 	0 	0 	0 	9 	0 	0 	0 	5 
IMP,MT_PRE,T,EL	0 	0 	0 	3 	2 	3 	14 	30 	53 	9 	4 	238 	1 	1 	3 	1 	229 
IMP,MT_PRE,T,ES	564 	264 	161 	155 	203 	255 	251 	143 	738 	747 	131 	132 	91 	112 	179 	105 	111 
IMP,MT_PRE,T,EU27_2020	118471 d	143386 d	159769 d	51505 d	86430 d	36811 d	40556 d	33107 d	23151 d	19618 d	18963 d	16026 d	27082 d	24275 d	24202 d	16409 d	12250 d
IMP,MT_PRE,T,EU28	: 	127909 d	152322 d	47719 d	76474 d	33472 d	36691 d	31535 d	22268 d	18851 d	16648 d	12744 d	22891 d	20943 d	20172 d	15581 d	11722 d
IMP,MT_PRE,T,FI	757 	780 	1573 	334 	783 	709 	614 	314 	125 	221 	190 	85 	85 	25 	47 	29 	125 
IMP,MT_PRE,T,FR	2237 	1434 	1906 	1283 	1754 	1374 	5113 	1202 	806 	906 	766 	1029 	1025 	908 	3117 	558 	1739 
IMP,MT_PRE,T,HR	9 	6 	6 	8 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
IMP,MT_PRE,T,HU	29 	187 	32 	31 	16 	1 	0 	3305 	0 	0 	188 	0 	0 	0 	0 	0 	0 
IMP,MT_PRE,T,IE	0 	0 	1 	2 	1 	2 	1 	22 	0 	0 	2 	1 	2 	0 	1 	3 	4 
IMP,MT_PRE,T,IT	7961 	8440 	8346 	8655 	7897 	8114 	6909 	6453 	5993 	5540 	4684 	3887 	3533 	1662 	1610 	1093 	812 
IMP,MT_PRE,T,LT	5128 	5407 	4068 	1760 	1726 	1038 	875 	387 	721 	349 	186 	424 	238 	304 	192 	213 	145 
IMP,MT_PRE,T,LU	443 	162 	196 	58 	5 	1 	8 	1 	0 	2 	0 	1 	0 	9 	0 	0 	0 
IMP,MT_PRE,T,LV	348 	375 	436 	150 	57 	5 	3 	2 	13 	9 	3 	80 	210 	173 	119 	14 	0 
IMP,MT_PRE,T,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
IMP,MT_PRE,T,NL	7617 	138718 	8117 	21954 	17338 	226 	277 	259 	139 	335 	453 	396 	462 	300 	262 	83 	213 
IMP,MT_PRE,T,PL	2674 	1848 	2035 	1219 	1122 	997 	194 	72 	5 	1 	0 	252 	156 	250 	16 	4 	3 
IMP,MT_PRE,T,PT	133 	139 	79 	57 	66 	341 	99 	24 	20 	55 	0 	0 	0 	0 	0 	13 	0 
IMP,MT_PRE,T,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
IMP,MT_PRE,T,SE	11377 	11092 	11737 	6943 	4510 	3519 	5731 	1617 	2426 	3476 	2355 	1718 	2332 	2436 	1732 	1439 	1228 
IMP,MT_PRE,T,SI	100 	155 	162 	85 	465 	101 	20 	38 	53 	60 	13 	22 	35 	297 	132 	330 	67 
IMP,MT_PRE,T,SK	1758 	639 	886 	4 	1 	16 	1 	1 	0 	8 	1 	1 	3 	2 	0 	6 	0 
IMP,MT_PRE,T,UK	: 	11298 	12684 	11241 	8371 	7102 	6197 	8315 	8360 	15567 	5422 	4718 	5781 	4604 	4006 	3733 	3546 
IMP,MT_PRE,THS_EUR,AT	170739 	160820 	147325 	195482 	163679 	135709 	145282 	89986 	142417 	48763 	38925 	36163 	17258 	5778 	19462 	6117 	4793 
IMP,MT_PRE,THS_EUR,BE	4148947 	3013041 	2278309 	5724 	489703 	2161 	5540 	589 	3094 	5059 	0 	0 	0 	40502 	53296 	608 	2639 
IMP,MT_PRE,THS_EUR,BG	2273 	1066 	336 	288 	54 	373 	896 	1742 	243 	118 	0 	212 	251 	168 	0 	403 	0 
IMP,MT_PRE,THS_EUR,CY	0 	0 	0 	0 	0 	30 	1 	90 	3 	3 	0 	0 	0 	0 	0 	0 	0 
IMP,MT_PRE,THS_EUR,CZ	361919 	252071 	167052 	147078 	103714 	100265 	95346 	87637 	90146 	62878 	23875 	15855 	13312 	12766 	8705 	7600 	6753 
IMP,MT_PRE,THS_EUR,DE	5538645 	4192873 	3401711 	2989750 	2577232 	2818701 	2862592 	3272959 	3377798 	3050240 	2420852 	1542445 	2537486 	2426377 	2342183 	1329854 	817923 
IMP,MT_PRE,THS_EUR,DK	5519 	518 	1544 	1794 	2663 	2000 	1750 	2809 	2922 	886 	1742 	1281 	945 	1217 	1133 	1039 	1208 
IMP,MT_PRE,THS_EUR,EE	13578 	9189 	6092 	6628 	22599 	12918 	9856 	14028 	5018 	1003 	0 	0 	26 	1 	0 	0 	91 
IMP,MT_PRE,THS_EUR,EL	248 	579 	460 	1072 	1324 	2336 	831 	1157 	896 	88 	108 	461 	119 	204 	178 	131 	222 
IMP,MT_PRE,THS_EUR,ES	771173 	828054 	792073 	798310 	744960 	585682 	373729 	637030 	1018487 	727721 	81607 	28301 	31493 	30349 	43581 	20577 	18726 
IMP,MT_PRE,THS_EUR,EU27_2020	6965981 d	5647133 d	4601586 d	2656556 d	2995021 d	2543540 d	2487668 d	2898340 d	2955535 d	2925443 d	2258931 d	1508517 d	2282937 d	1853688 d	1579019 d	803762 d	588126 d
IMP,MT_PRE,THS_EUR,EU28	: 	6220985 d	4996488 d	3062391 d	3067822 d	2816542 d	3139488 d	3555944 d	3677838 d	3771566 d	3049195 d	1987900 d	3385320 d	2768729 d	2131103 d	1171413 d	986815 d
IMP,MT_PRE,THS_EUR,FI	9916 	5219 	3523 	1565 	2605 	1694 	1043 	980 	684 	1096 	780 	526 	393 	99 	135 	99 	104 
IMP,MT_PRE,THS_EUR,FR	41559 	32502 	50252 	45878 	56247 	52602 	32734 	53061 	29162 	58462 	30088 	65400 	85830 	105156 	91387 	41828 	41918 
IMP,MT_PRE,THS_EUR,HR	257 	38 	87 	193 	0 	0 	4445 	246 	227 	0 	0 	0 	0 	0 	0 	0 	0 
IMP,MT_PRE,THS_EUR,HU	6381 	6308 	6187 	2591 	1152 	8287 	1371 	3456 	507 	0 	193 	0 	0 	0 	1264 	0 	0 
IMP,MT_PRE,THS_EUR,IE	5 	97 	353 	692 	525 	1052 	2093 	1063 	661 	646 	758 	479 	287 	157 	351 	539 	762 
IMP,MT_PRE,THS_EUR,IT	1996069 	1616576 	1247329 	1202813 	1141876 	1180013 	971453 	1016839 	1316645 	1119822 	900178 	595573 	497774 	157601 	143483 	101688 	90889 
IMP,MT_PRE,THS_EUR,LT	109669 	117474 	70578 	47937 	24096 	15549 	14400 	17575 	23255 	17852 	6377 	1365 	7467 	13105 	5321 	1582 	730 
IMP,MT_PRE,THS_EUR,LU	30892 	13506 	10221 	9309 	11358 	16485 	46943 	19762 	11 	23 	4 	68 	0 	16 	10 	0 	0 
IMP,MT_PRE,THS_EUR,LV	3555 	6659 	4150 	1004 	1669 	2588 	941 	69 	456 	979 	153 	886 	5222 	4835 	3167 	100 	15 
IMP,MT_PRE,THS_EUR,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 
IMP,MT_PRE,THS_EUR,NL	150699 	66766 	10439 	11905 	16501 	13323 	7429 	18101 	7329 	6143 	8462 	5243 	12031 	6316 	4343 	3230 	4082 
IMP,MT_PRE,THS_EUR,PL	206268 	140556 	75235 	43924 	23088 	9984 	9201 	4866 	13448 	12591 	1005 	15074 	14676 	17922 	3198 	718 	442 
IMP,MT_PRE,THS_EUR,PT	369 	406 	233 	129 	175 	600 	240 	732 	3683 	1808 	1 	0 	1 	11 	2 	4 	1 
IMP,MT_PRE,THS_EUR,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
IMP,MT_PRE,THS_EUR,SE	57320 	37916 	35516 	34578 	28256 	21735 	51700 	35371 	71912 	98440 	117027 	121511 	123069 	106823 	60725 	22994 	20622 
IMP,MT_PRE,THS_EUR,SI	2941 	1677 	3346 	5967 	2695 	1081 	541 	3607 	6143 	5324 	3591 	1923 	842 	660 	1211 	507 	377 
IMP,MT_PRE,THS_EUR,SK	5803 	1969 	3924 	2832 	2468 	2426 	5132 	5923 	17137 	13125 	5587 	4286 	223 	48 	0 	44 	0 
IMP,MT_PRE,THS_EUR,UK	: 	2264727 	1782796 	1732760 	1398393 	1307957 	1665487 	1574323 	1684312 	1909530 	1425121 	932608 	1814180 	1580099 	1109248 	696563 	749046 
IMP,PAPER,T,AT	1512969 	1493538 	1493915 	1226061 	1279040 	1247450 	1182060 	1231461 	1310532 	1420076 	1333214 	1188991 	1304581 	1345262 	1212197 	1093281 	1057598 
IMP,PAPER,T,BE	889756 	994288 	1039552 	902979 	1082474 	1075184 	1140808 	1242281 	1317538 	1450546 	1454906 	1643751 	1480157 	1315556 	1214084 	870366 	979858 
IMP,PAPER,T,BG	11945 	19686 	15193 	22253 	22283 	21749 	19360 	18175 	13178 	11730 	2076 	2672 	30408 	28658 	6829 	53445 	51730 
IMP,PAPER,T,CY	20 	0 	1 	1 	17 	1 	0 	3 	1 	0 	3 	0 	0 	1 	0 	0 	0 
IMP,PAPER,T,CZ	80482 	69221 	70680 	60156 	51050 	54388 	49472 	38171 	72077 	80374 	74103 	46260 	38862 	50190 	33905 	34796 	37672 
IMP,PAPER,T,DE	4253297 	4639129 	4629881 	4543914 	4313047 	4001178 	3954795 	3907378 	4021672 	4130318 	3941671 	3163920 	3554650 	3631184 	3113909 	2748591 	2492538 
IMP,PAPER,T,DK	48818 	49127 	54819 	58154 	51917 	57692 	52478 	61781 	148545 	124546 	141542 	119245 	109089 	113826 	85259 	87845 	82198 
IMP,PAPER,T,EE	2332 	1216 	2605 	378 	540 	583 	748 	897 	2585 	3666 	3124 	2201 	89 	118 	357 	970 	1545 
IMP,PAPER,T,EL	12650 	24535 	32765 	52649 	25674 	24363 	19467 	12373 	19411 	9548 	5989 	11092 	2142 	3581 	8387 	12096 	5660 
IMP,PAPER,T,ES	1471366 	1437648 	1363719 	1546383 	1657302 	1622382 	1518390 	1551603 	1376656 	1184159 	1163369 	922892 	1172415 	1278907 	1125939 	826727 	823631 
IMP,PAPER,T,EU27_2020	2188809 d	2485273 d	2675588 d	2487637 d	2323168 d	2111218 d	1967385 d	1957865 d	2178540 d	2381625 d	2373707 d	1933970 d	2085481 d	2117134 d	1973975 d	1848846 d	1749681 d
IMP,PAPER,T,EU28	: 	1438901 d	1572091 d	1420705 d	1372170 d	1326992 d	1293906 d	1386155 d	1456609 d	1479147 d	1362875 d	1119071 d	1164381 d	1070480 d	1007054 d	954903 d	917691 d
IMP,PAPER,T,FI	67842 	114896 	112426 	87751 	74938 	46756 	52148 	54761 	49481 	46085 	30562 	34748 	47019 	41692 	32001 	31028 	48463 
IMP,PAPER,T,FR	871328 	898718 	957965 	1013192 	1009340 	1056656 	945055 	773781 	756863 	868221 	905283 	808968 	934050 	982370 	1041461 	1201337 	1124557 
IMP,PAPER,T,HR	162223 	162699 	135039 	158771 	184797 	82295 	98667 	79736 	78308 	111014 	105496 	64742 	96307 	119101 	105033 	137426 	127735 
IMP,PAPER,T,HU	449872 	465774 	441771 	469094 	446231 	398173 	428249 	442629 	415448 	390414 	359791 	103119 	17184 	39434 	28555 	17710 	29358 
IMP,PAPER,T,IE	1600 	5511 	6247 	10147 	6070 	7649 	7065 	5897 	5943 	10411 	14736 	8823 	7346 	7194 	3716 	6166 	6145 
IMP,PAPER,T,IT	247085 	315880 	405827 	364723 	352960 	322158 	309807 	338002 	351051 	473806 	494103 	414490 	522609 	499399 	466924 	447289 	500468 
IMP,PAPER,T,LT	45260 	54279 	65043 	88568 	81165 	81362 	87365 	84826 	102609 	103899 	90336 	53795 	68154 	87806 	67123 	64790 	56078 
IMP,PAPER,T,LU	1164 	1074 	1569 	1032 	1269 	1812 	3090 	1412 	2177 	1767 	3775 	6197 	892 	1643 	2125 	714 	148 
IMP,PAPER,T,LV	10860 	10393 	11968 	6181 	7975 	8937 	6251 	5972 	9432 	9509 	6889 	5660 	4496 	4034 	6700 	7099 	8108 
IMP,PAPER,T,MT	0 	20 	0 	0 	0 	383 	0 	0 	1 	1 	3 	3 	28 	0 	0 	3 	0 
IMP,PAPER,T,NL	2707938 	2958615 	2959453 	3410054 	2780274 	2321123 	2133181 	2291695 	2732953 	3006391 	2930313 	3320391 	2571985 	2452183 	2580087 	2478698 	2279339 
IMP,PAPER,T,PL	525171 	431629 	392621 	420143 	481929 	446286 	520837 	458716 	394608 	308346 	264901 	17872 	14296 	6859 	3902 	10616 	5601 
IMP,PAPER,T,PT	18571 	27484 	33480 	29664 	18910 	18860 	25737 	23693 	18038 	15194 	37084 	10599 	15843 	8135 	8510 	7517 	7641 
IMP,PAPER,T,RO	49956 	107042 	80294 	25328 	14676 	5423 	2495 	5206 	5935 	3436 	3861 	4393 	8025 	5584 	5740 	7847 	8088 
IMP,PAPER,T,SE	273494 	613978 	702169 	566195 	634919 	604284 	700523 	613383 	889181 	976397 	1072972 	894691 	841377 	777278 	793941 	809487 	802393 
IMP,PAPER,T,SI	239313 	260094 	262393 	277850 	302659 	273484 	286814 	279863 	296508 	302025 	342948 	313984 	303905 	322619 	302352 	247616 	245960 
IMP,PAPER,T,SK	156663 	77819 	68442 	75510 	78998 	57324 	40962 	38108 	20666 	29525 	29987 	32747 	35484 	35602 	42321 	60634 	53044 
IMP,PAPER,T,UK	: 	77450 	99269 	99758 	68188 	248594 	68826 	191439 	166364 	176723 	118556 	102554 	73986 	87596 	139955 	77746 	87066 
IMP,PAPER,THS_EUR,AT	171261 	200976 	219686 	205080 	203420 	186922 	168742 	168501 	185881 	250457 	204191 	111594 	169981 	156899 	121753 	107442 	108202 
IMP,PAPER,THS_EUR,BE	73446 	98043 	115252 	134812 	137272 	129541 	126896 	135721 	173202 	234793 	199195 	143764 	176546 	137715 	96104 	64455 	68501 
IMP,PAPER,THS_EUR,BG	2116 	2662 	2429 	3465 	3059 	2807 	2446 	2640 	2065 	2737 	584 	508 	4419 	4611 	845 	5470 	5414 
IMP,PAPER,THS_EUR,CY	18 	0 	2 	4 	15 	4 	1 	3 	7 	5 	2 	0 	0 	4 	0 	0 	4 
IMP,PAPER,THS_EUR,CZ	8636 	9191 	11323 	13263 	6208 	6646 	7942 	6834 	10619 	12502 	10379 	3961 	6285 	7261 	6363 	4826 	3891 
IMP,PAPER,THS_EUR,DE	505557 	632347 	696713 	767454 	674236 	582227 	543360 	532688 	623886 	775412 	630933 	322789 	458498 	472908 	325450 	283186 	290768 
IMP,PAPER,THS_EUR,DK	5443 	6071 	7471 	8872 	7259 	6457 	5689 	6902 	21797 	21197 	21402 	12481 	13359 	13014 	9425 	8836 	8541 
IMP,PAPER,THS_EUR,EE	227 	175 	350 	132 	203 	207 	182 	232 	755 	907 	827 	162 	57 	76 	192 	368 	501 
IMP,PAPER,THS_EUR,EL	2819 	5050 	5912 	10204 	5294 	3730 	3310 	1939 	2722 	1921 	2880 	2128 	1163 	2094 	3582 	3480 	2474 
IMP,PAPER,THS_EUR,ES	141715 	158770 	159981 	229404 	221169 	203352 	179422 	217664 	176075 	206236 	173524 	125927 	130128 	145987 	106972 	70558 	69736 
IMP,PAPER,THS_EUR,EU27_2020	245935 d	302684 d	365423 d	389571 d	331228 d	297503 d	259045 d	274554 d	313356 d	407917 d	350706 d	184387 d	276010 d	267661 d	211244 d	188664 d	186477 d
IMP,PAPER,THS_EUR,EU28	: 	213286 d	252437 d	248170 d	218666 d	204186 d	181254 d	201008 d	207546 d	243507 d	187756 d	104869 d	147935 d	132488 d	107927 d	96387 d	102461 d
IMP,PAPER,THS_EUR,FI	11889 	19190 	17377 	14989 	10998 	7377 	8173 	8713 	9262 	9333 	6121 	5068 	8004 	6554 	4772 	4372 	6962 
IMP,PAPER,THS_EUR,FR	93771 	112226 	128167 	168331 	156758 	149657 	127018 	104513 	107274 	147080 	132833 	68162 	109155 	114702 	89485 	100781 	94779 
IMP,PAPER,THS_EUR,HR	15100 	17313 	16225 	24187 	24320 	9690 	11582 	9199 	8612 	15555 	11686 	3637 	8389 	9865 	7302 	10162 	10622 
IMP,PAPER,THS_EUR,HU	43449 	53952 	58173 	74568 	64602 	51429 	52636 	55912 	55334 	64496 	53195 	10263 	1965 	4147 	2427 	1701 	2527 
IMP,PAPER,THS_EUR,IE	3761 	6612 	7084 	7329 	6411 	6714 	7217 	5921 	6475 	7775 	9912 	7188 	5551 	5003 	2019 	2638 	4001 
IMP,PAPER,THS_EUR,IT	55186 	80474 	100440 	93370 	94288 	79326 	72643 	77495 	84600 	130108 	117122 	69419 	107219 	103047 	86076 	78454 	90189 
IMP,PAPER,THS_EUR,LT	5762 	7026 	8730 	13301 	10899 	11087 	11190 	10470 	11824 	14690 	11322 	4008 	6255 	7298 	4425 	4360 	3814 
IMP,PAPER,THS_EUR,LU	150 	176 	207 	167 	265 	381 	534 	216 	143 	215 	255 	480 	704 	258 	331 	120 	144 
IMP,PAPER,THS_EUR,LV	1429 	1764 	1409 	838 	1022 	1164 	1067 	810 	901 	917 	635 	452 	473 	372 	570 	621 	515 
IMP,PAPER,THS_EUR,MT	3 	88 	2 	1 	3 	151 	1 	1 	2 	4 	12 	37 	7 	0 	0 	9 	1 
IMP,PAPER,THS_EUR,NL	253090 	330094 	363473 	443761 	352214 	317925 	283889 	289592 	320033 	405387 	301476 	209240 	249466 	246581 	209066 	198637 	181544 
IMP,PAPER,THS_EUR,PL	30781 	32747 	37772 	54429 	56404 	47852 	55070 	49817 	48159 	42811 	32177 	2229 	3385 	1320 	1437 	2696 	1809 
IMP,PAPER,THS_EUR,PT	2964 	6961 	9229 	8523 	2748 	2732 	3565 	4095 	3460 	3518 	5314 	3152 	5304 	1533 	1598 	1208 	1856 
IMP,PAPER,THS_EUR,RO	7211 	11911 	10935 	4731 	2692 	1278 	795 	1410 	1363 	968 	614 	474 	1048 	687 	738 	861 	749 
IMP,PAPER,THS_EUR,SE	28151 	47279 	52192 	59646 	61166 	52594 	60574 	75938 	116171 	136560 	123616 	71885 	87158 	73092 	67439 	61934 	61768 
IMP,PAPER,THS_EUR,SI	39786 	47294 	53546 	56098 	56261 	48651 	48595 	47285 	50006 	62066 	61227 	35080 	47186 	48716 	37305 	31520 	32778 
IMP,PAPER,THS_EUR,SK	22382 	12384 	11786 	13696 	14505 	10995 	8678 	7673 	4665 	9565 	12878 	11224 	10840 	10074 	6893 	7582 	9057 
IMP,PAPER,THS_EUR,UK	: 	18595 	21760 	15185 	12866 	16864 	14475 	25227 	25551 	39085 	20031 	13379 	12956 	10938 	13212 	7317 	9929 
IMP,PLAST,T,AT	222226 	240019 	216023 	239544 	248829 	265398 	269840 	215312 	239588 	230053 	162169 	117987 	172424 	159409 	96257 	60741 	44639 
IMP,PLAST,T,BE	256403 	261025 	260653 	284657 	342572 	294517 	257407 	280031 	317581 	351198 	307464 	375123 	315750 	302617 	269762 	197551 	198709 
IMP,PLAST,T,BG	40570 	49615 	45928 	38148 	37481 	31154 	19637 	17395 	9451 	12611 	12713 	8071 	8773 	7364 	8100 	11513 	6766 
IMP,PLAST,T,CY	3833 	376 	737 	431 	266 	255 	185 	298 	273 	337 	776 	438 	13 	191 	67 	483 	204 
IMP,PLAST,T,CZ	241622 	234114 	208050 	148318 	122272 	116523 	115232 	110605 	103587 	88784 	78138 	60902 	63754 	55999 	43194 	37657 	36448 
IMP,PLAST,T,DE	635567 	655484 	655359 	689694 	744679 	718206 	685449 	589429 	601938 	487734 	474884 	460878 	424057 	442263 	341628 	313264 	274296 
IMP,PLAST,T,DK	47405 	142924 	148982 	98207 	64375 	65349 	50205 	51846 	79009 	83269 	51345 	45297 	39304 	30328 	45129 	57891 	57214 
IMP,PLAST,T,EE	5623 	8999 	5507 	4710 	3399 	2272 	4351 	4137 	4429 	7059 	21664 	4190 	3789 	3378 	2556 	14881 	2546 
IMP,PLAST,T,EL	31289 	36787 	21949 	17042 	15106 	12072 	12263 	10738 	8313 	5181 	7819 	7224 	9563 	8695 	8208 	8608 	7768 
IMP,PLAST,T,ES	178232 	189245 	167120 	128494 	104573 	104673 	83487 	82632 	59853 	114999 	58337 	63941 	77545 	77582 	74594 	62903 	60378 
IMP,PLAST,T,EU27_2020	707395 d	824970 d	745332 d	763990 d	784772 d	794863 d	635664 d	639750 d	598308 d	608283 d	601878 d	365863 d	383582 d	386256 d	397502 d	376492 d	289485 d
IMP,PLAST,T,EU28	: 	472427 d	434385 d	426578 d	454503 d	495889 d	464065 d	495522 d	484674 d	498613 d	534203 d	321353 d	333857 d	346008 d	346217 d	329622 d	238691 d
IMP,PLAST,T,FI	13600 	11033 	8046 	9682 	7618 	10232 	14655 	11569 	21915 	20507 	25391 	32371 	25824 	39853 	28873 	19013 	16636 
IMP,PLAST,T,FR	164475 	193327 	188825 	175174 	149858 	153131 	150209 	149129 	147059 	144721 	135673 	62029 	80885 	76232 	79695 	90915 	90139 
IMP,PLAST,T,HR	38679 	42484 	29372 	32271 	37482 	22677 	25484 	16501 	15663 	20374 	12466 	8094 	5698 	5403 	3672 	3677 	3762 
IMP,PLAST,T,HU	37966 	25352 	19159 	34234 	28279 	18097 	4614 	9055 	9344 	9625 	11649 	18132 	1622 	2107 	2243 	3048 	3118 
IMP,PLAST,T,IE	47460 	78744 	87267 	95942 	86052 	86915 	81412 	75713 	72569 	79719 	81167 	77367 	83842 	50806 	71811 	42493 	34949 
